location,date,vaccine,total_vaccinations
Peru,2021-04-06,Pfizer/BioNTech,320446
Peru,2021-04-06,Sinopharm/Beijing,802710
Peru,2021-04-07,Pfizer/BioNTech,335505
Peru,2021-04-07,Sinopharm/Beijing,818572
Peru,2021-04-08,Pfizer/BioNTech,366346
Peru,2021-04-08,Sinopharm/Beijing,833548
Peru,2021-04-09,Pfizer/BioNTech,384794
Peru,2021-04-09,Sinopharm/Beijing,850239
Peru,2021-04-10,Pfizer/BioNTech,393464
Peru,2021-04-10,Sinopharm/Beijing,854611
Peru,2021-04-11,Pfizer/BioNTech,393505
Peru,2021-04-11,Sinopharm/Beijing,854684
Peru,2021-04-12,Pfizer/BioNTech,405382
Peru,2021-04-12,Sinopharm/Beijing,856973
Peru,2021-04-13,Pfizer/BioNTech,425393
Peru,2021-04-13,Sinopharm/Beijing,858995
Peru,2021-04-14,Pfizer/BioNTech,446258
Peru,2021-04-14,Sinopharm/Beijing,861573
Peru,2021-04-15,Pfizer/BioNTech,468045
Peru,2021-04-15,Sinopharm/Beijing,863213
Peru,2021-04-16,Pfizer/BioNTech,506774
Peru,2021-04-16,Sinopharm/Beijing,866083
Peru,2021-04-17,Pfizer/BioNTech,549124
Peru,2021-04-17,Sinopharm/Beijing,868022
Peru,2021-04-18,Pfizer/BioNTech,580066
Peru,2021-04-18,Sinopharm/Beijing,868187
Peru,2021-04-19,Pfizer/BioNTech,589568
Peru,2021-04-19,Sinopharm/Beijing,869675
Peru,2021-04-20,Oxford/AstraZeneca,13
Peru,2021-04-20,Pfizer/BioNTech,603605
Peru,2021-04-20,Sinopharm/Beijing,872058
Peru,2021-04-21,Oxford/AstraZeneca,18
Peru,2021-04-21,Pfizer/BioNTech,617356
Peru,2021-04-21,Sinopharm/Beijing,878472
Peru,2021-04-22,Oxford/AstraZeneca,983
Peru,2021-04-22,Pfizer/BioNTech,624955
Peru,2021-04-22,Sinopharm/Beijing,880687
Peru,2021-04-23,Oxford/AstraZeneca,1649
Peru,2021-04-23,Pfizer/BioNTech,651564
Peru,2021-04-23,Sinopharm/Beijing,882438
Peru,2021-04-24,Oxford/AstraZeneca,2814
Peru,2021-04-24,Pfizer/BioNTech,677667
Peru,2021-04-24,Sinopharm/Beijing,885332
Peru,2021-04-25,Oxford/AstraZeneca,2824
Peru,2021-04-25,Pfizer/BioNTech,692788
Peru,2021-04-25,Sinopharm/Beijing,885906
Peru,2021-04-26,Oxford/AstraZeneca,11374
Peru,2021-04-26,Pfizer/BioNTech,699136
Peru,2021-04-26,Sinopharm/Beijing,890890
Peru,2021-04-27,Oxford/AstraZeneca,23602
Peru,2021-04-27,Pfizer/BioNTech,705894
Peru,2021-04-27,Sinopharm/Beijing,902471
Peru,2021-04-28,Oxford/AstraZeneca,40986
Peru,2021-04-28,Pfizer/BioNTech,726460
Peru,2021-04-28,Sinopharm/Beijing,915923
Peru,2021-04-29,Oxford/AstraZeneca,62287
Peru,2021-04-29,Pfizer/BioNTech,748448
Peru,2021-04-29,Sinopharm/Beijing,930281
Peru,2021-04-30,Oxford/AstraZeneca,81832
Peru,2021-04-30,Pfizer/BioNTech,810534
Peru,2021-04-30,Sinopharm/Beijing,948277
Peru,2021-05-01,Oxford/AstraZeneca,88517
Peru,2021-05-01,Pfizer/BioNTech,867453
Peru,2021-05-01,Sinopharm/Beijing,950853
Peru,2021-05-02,Oxford/AstraZeneca,90514
Peru,2021-05-02,Pfizer/BioNTech,912817
Peru,2021-05-02,Sinopharm/Beijing,952607
Peru,2021-05-03,Oxford/AstraZeneca,101741
Peru,2021-05-03,Pfizer/BioNTech,962222
Peru,2021-05-03,Sinopharm/Beijing,956427
Peru,2021-05-04,Oxford/AstraZeneca,111090
Peru,2021-05-04,Pfizer/BioNTech,976134
Peru,2021-05-04,Sinopharm/Beijing,957564
Peru,2021-05-05,Oxford/AstraZeneca,120476
Peru,2021-05-05,Pfizer/BioNTech,988605
Peru,2021-05-05,Sinopharm/Beijing,960829
Peru,2021-05-06,Oxford/AstraZeneca,129423
Peru,2021-05-06,Pfizer/BioNTech,1019512
Peru,2021-05-06,Sinopharm/Beijing,962298
Peru,2021-05-07,Oxford/AstraZeneca,137942
Peru,2021-05-07,Pfizer/BioNTech,1058623
Peru,2021-05-07,Sinopharm/Beijing,963024
Peru,2021-05-08,Oxford/AstraZeneca,142345
Peru,2021-05-08,Pfizer/BioNTech,1137953
Peru,2021-05-08,Sinopharm/Beijing,963254
Peru,2021-05-09,Oxford/AstraZeneca,143012
Peru,2021-05-09,Pfizer/BioNTech,1196132
Peru,2021-05-09,Sinopharm/Beijing,963275
Peru,2021-05-10,Oxford/AstraZeneca,147166
Peru,2021-05-10,Pfizer/BioNTech,1247652
Peru,2021-05-10,Sinopharm/Beijing,964221
Peru,2021-05-11,Oxford/AstraZeneca,152639
Peru,2021-05-11,Pfizer/BioNTech,1296846
Peru,2021-05-11,Sinopharm/Beijing,964917
Peru,2021-05-12,Oxford/AstraZeneca,165217
Peru,2021-05-12,Pfizer/BioNTech,1352029
Peru,2021-05-12,Sinopharm/Beijing,966300
Peru,2021-05-13,Oxford/AstraZeneca,177460
Peru,2021-05-13,Pfizer/BioNTech,1420655
Peru,2021-05-13,Sinopharm/Beijing,967325
Peru,2021-05-14,Oxford/AstraZeneca,190035
Peru,2021-05-14,Pfizer/BioNTech,1516140
Peru,2021-05-14,Sinopharm/Beijing,968265
Peru,2021-05-15,Oxford/AstraZeneca,197352
Peru,2021-05-15,Pfizer/BioNTech,1583140
Peru,2021-05-15,Sinopharm/Beijing,969011
Peru,2021-05-16,Oxford/AstraZeneca,199999
Peru,2021-05-16,Pfizer/BioNTech,1618741
Peru,2021-05-16,Sinopharm/Beijing,969025
Peru,2021-05-17,Oxford/AstraZeneca,206310
Peru,2021-05-17,Pfizer/BioNTech,1671658
Peru,2021-05-17,Sinopharm/Beijing,969307
Peru,2021-05-18,Oxford/AstraZeneca,211307
Peru,2021-05-18,Pfizer/BioNTech,1735721
Peru,2021-05-18,Sinopharm/Beijing,969784
Peru,2021-05-19,Oxford/AstraZeneca,216593
Peru,2021-05-19,Pfizer/BioNTech,1808906
Peru,2021-05-19,Sinopharm/Beijing,972043
Peru,2021-05-20,Oxford/AstraZeneca,220164
Peru,2021-05-20,Pfizer/BioNTech,1890235
Peru,2021-05-20,Sinopharm/Beijing,973885
Peru,2021-05-21,Oxford/AstraZeneca,226520
Peru,2021-05-21,Pfizer/BioNTech,2045441
Peru,2021-05-21,Sinopharm/Beijing,975403
Peru,2021-05-22,Oxford/AstraZeneca,230874
Peru,2021-05-22,Pfizer/BioNTech,2171492
Peru,2021-05-22,Sinopharm/Beijing,977345
Peru,2021-05-23,Oxford/AstraZeneca,232663
Peru,2021-05-23,Pfizer/BioNTech,2258551
Peru,2021-05-23,Sinopharm/Beijing,978097
Peru,2021-05-24,Oxford/AstraZeneca,238488
Peru,2021-05-24,Pfizer/BioNTech,2374272
Peru,2021-05-24,Sinopharm/Beijing,978632
Peru,2021-05-25,Oxford/AstraZeneca,243309
Peru,2021-05-25,Pfizer/BioNTech,2469425
Peru,2021-05-25,Sinopharm/Beijing,980237
Peru,2021-05-26,Oxford/AstraZeneca,247536
Peru,2021-05-26,Pfizer/BioNTech,2559596
Peru,2021-05-26,Sinopharm/Beijing,982011
Peru,2021-05-27,Oxford/AstraZeneca,250933
Peru,2021-05-27,Pfizer/BioNTech,2671892
Peru,2021-05-27,Sinopharm/Beijing,983824
Peru,2021-05-28,Oxford/AstraZeneca,257273
Peru,2021-05-28,Pfizer/BioNTech,2817362
Peru,2021-05-28,Sinopharm/Beijing,984583
Peru,2021-05-29,Oxford/AstraZeneca,260147
Peru,2021-05-29,Pfizer/BioNTech,2945519
Peru,2021-05-29,Sinopharm/Beijing,985202
Peru,2021-05-30,Oxford/AstraZeneca,260814
Peru,2021-05-30,Pfizer/BioNTech,3010436
Peru,2021-05-30,Sinopharm/Beijing,985230
Peru,2021-05-31,Oxford/AstraZeneca,262289
Peru,2021-05-31,Pfizer/BioNTech,3120343
Peru,2021-05-31,Sinopharm/Beijing,986595
Peru,2021-06-01,Oxford/AstraZeneca,263778
Peru,2021-06-01,Pfizer/BioNTech,3231934
Peru,2021-06-01,Sinopharm/Beijing,987425
Peru,2021-06-02,Oxford/AstraZeneca,266132
Peru,2021-06-02,Pfizer/BioNTech,3343583
Peru,2021-06-02,Sinopharm/Beijing,988325
Peru,2021-06-03,Oxford/AstraZeneca,268780
Peru,2021-06-03,Pfizer/BioNTech,3405629
Peru,2021-06-03,Sinopharm/Beijing,989316
Peru,2021-06-04,Oxford/AstraZeneca,270829
Peru,2021-06-04,Pfizer/BioNTech,3440491
Peru,2021-06-04,Sinopharm/Beijing,990254
Peru,2021-06-05,Oxford/AstraZeneca,271376
Peru,2021-06-05,Pfizer/BioNTech,3460682
Peru,2021-06-05,Sinopharm/Beijing,990840
Peru,2021-06-06,Oxford/AstraZeneca,271523
Peru,2021-06-06,Pfizer/BioNTech,3462707
Peru,2021-06-06,Sinopharm/Beijing,990889
Peru,2021-06-07,Oxford/AstraZeneca,272621
Peru,2021-06-07,Pfizer/BioNTech,3492859
Peru,2021-06-07,Sinopharm/Beijing,991195
Peru,2021-06-08,Oxford/AstraZeneca,294422
Peru,2021-06-08,Pfizer/BioNTech,3689326
Peru,2021-06-08,Sinopharm/Beijing,991443
Peru,2021-06-09,Oxford/AstraZeneca,322593
Peru,2021-06-09,Pfizer/BioNTech,3868422
Peru,2021-06-09,Sinopharm/Beijing,991735
Peru,2021-06-10,Oxford/AstraZeneca,363491
Peru,2021-06-10,Pfizer/BioNTech,4058242
Peru,2021-06-10,Sinopharm/Beijing,992593
Peru,2021-06-11,Oxford/AstraZeneca,401114
Peru,2021-06-11,Pfizer/BioNTech,4245855
Peru,2021-06-11,Sinopharm/Beijing,993840
Peru,2021-06-12,Oxford/AstraZeneca,425962
Peru,2021-06-12,Pfizer/BioNTech,4385773
Peru,2021-06-12,Sinopharm/Beijing,994041
Peru,2021-06-13,Oxford/AstraZeneca,436482
Peru,2021-06-13,Pfizer/BioNTech,4459052
Peru,2021-06-13,Sinopharm/Beijing,994677
Peru,2021-06-14,Oxford/AstraZeneca,459955
Peru,2021-06-14,Pfizer/BioNTech,4544788
Peru,2021-06-14,Sinopharm/Beijing,1000807
Peru,2021-06-15,Oxford/AstraZeneca,478162
Peru,2021-06-15,Pfizer/BioNTech,4640488
Peru,2021-06-15,Sinopharm/Beijing,1018899
Peru,2021-06-16,Oxford/AstraZeneca,492853
Peru,2021-06-16,Pfizer/BioNTech,4731918
Peru,2021-06-16,Sinopharm/Beijing,1028354
Peru,2021-06-17,Oxford/AstraZeneca,506163
Peru,2021-06-17,Pfizer/BioNTech,4855241
Peru,2021-06-17,Sinopharm/Beijing,1033151
Peru,2021-06-18,Oxford/AstraZeneca,518433
Peru,2021-06-18,Pfizer/BioNTech,5012919
Peru,2021-06-18,Sinopharm/Beijing,1038480
Peru,2021-06-19,Oxford/AstraZeneca,525519
Peru,2021-06-19,Pfizer/BioNTech,5115815
Peru,2021-06-19,Sinopharm/Beijing,1043304
Peru,2021-06-20,Oxford/AstraZeneca,526800
Peru,2021-06-20,Pfizer/BioNTech,5147057
Peru,2021-06-20,Sinopharm/Beijing,1044390
Peru,2021-06-21,Oxford/AstraZeneca,534192
Peru,2021-06-21,Pfizer/BioNTech,5242721
Peru,2021-06-21,Sinopharm/Beijing,1054563
Peru,2021-06-22,Oxford/AstraZeneca,545673
Peru,2021-06-22,Pfizer/BioNTech,5362628
Peru,2021-06-22,Sinopharm/Beijing,1065502
Peru,2021-06-23,Oxford/AstraZeneca,554411
Peru,2021-06-23,Pfizer/BioNTech,5473140
Peru,2021-06-23,Sinopharm/Beijing,1075698
Peru,2021-06-24,Oxford/AstraZeneca,563098
Peru,2021-06-24,Pfizer/BioNTech,5538899
Peru,2021-06-24,Sinopharm/Beijing,1087713
Peru,2021-06-25,Oxford/AstraZeneca,570797
Peru,2021-06-25,Pfizer/BioNTech,5649661
Peru,2021-06-25,Sinopharm/Beijing,1097145
Peru,2021-06-26,Oxford/AstraZeneca,574851
Peru,2021-06-26,Pfizer/BioNTech,5722754
Peru,2021-06-26,Sinopharm/Beijing,1102646
Peru,2021-06-27,Oxford/AstraZeneca,577749
Peru,2021-06-27,Pfizer/BioNTech,5769142
Peru,2021-06-27,Sinopharm/Beijing,1104805
Peru,2021-06-28,Oxford/AstraZeneca,584318
Peru,2021-06-28,Pfizer/BioNTech,5810942
Peru,2021-06-28,Sinopharm/Beijing,1113092
Peru,2021-06-29,Oxford/AstraZeneca,590693
Peru,2021-06-29,Pfizer/BioNTech,5902800
Peru,2021-06-29,Sinopharm/Beijing,1116330
Peru,2021-06-30,Oxford/AstraZeneca,596881
Peru,2021-06-30,Pfizer/BioNTech,6075758
Peru,2021-06-30,Sinopharm/Beijing,1120288
Peru,2021-07-01,Oxford/AstraZeneca,600617
Peru,2021-07-01,Pfizer/BioNTech,6270759
Peru,2021-07-01,Sinopharm/Beijing,1124258
Peru,2021-07-02,Oxford/AstraZeneca,603907
Peru,2021-07-02,Pfizer/BioNTech,6468999
Peru,2021-07-02,Sinopharm/Beijing,1131587
Peru,2021-07-03,Oxford/AstraZeneca,607640
Peru,2021-07-03,Pfizer/BioNTech,6657461
Peru,2021-07-03,Sinopharm/Beijing,1137932
Peru,2021-07-04,Oxford/AstraZeneca,609093
Peru,2021-07-04,Pfizer/BioNTech,6788949
Peru,2021-07-04,Sinopharm/Beijing,1141316
Peru,2021-07-05,Oxford/AstraZeneca,612333
Peru,2021-07-05,Pfizer/BioNTech,6964620
Peru,2021-07-05,Sinopharm/Beijing,1151257
Peru,2021-07-06,Oxford/AstraZeneca,616339
Peru,2021-07-06,Pfizer/BioNTech,7133021
Peru,2021-07-06,Sinopharm/Beijing,1193753
Peru,2021-07-07,Oxford/AstraZeneca,623058
Peru,2021-07-07,Pfizer/BioNTech,7269616
Peru,2021-07-07,Sinopharm/Beijing,1223118
Peru,2021-07-08,Oxford/AstraZeneca,633855
Peru,2021-07-08,Pfizer/BioNTech,7401737
Peru,2021-07-08,Sinopharm/Beijing,1239968
Peru,2021-07-09,Oxford/AstraZeneca,643265
Peru,2021-07-09,Pfizer/BioNTech,7537946
Peru,2021-07-09,Sinopharm/Beijing,1259080
Peru,2021-07-10,Oxford/AstraZeneca,651307
Peru,2021-07-10,Pfizer/BioNTech,7776677
Peru,2021-07-10,Sinopharm/Beijing,1281742
Peru,2021-07-11,Oxford/AstraZeneca,655330
Peru,2021-07-11,Pfizer/BioNTech,7950561
Peru,2021-07-11,Sinopharm/Beijing,1285536
Peru,2021-07-12,Oxford/AstraZeneca,665626
Peru,2021-07-12,Pfizer/BioNTech,8034769
Peru,2021-07-12,Sinopharm/Beijing,1298810
Peru,2021-07-13,Oxford/AstraZeneca,676575
Peru,2021-07-13,Pfizer/BioNTech,8119613
Peru,2021-07-13,Sinopharm/Beijing,1315620
Peru,2021-07-14,Oxford/AstraZeneca,687958
Peru,2021-07-14,Pfizer/BioNTech,8230578
Peru,2021-07-14,Sinopharm/Beijing,1343318
Peru,2021-07-15,Oxford/AstraZeneca,697089
Peru,2021-07-15,Pfizer/BioNTech,8389483
Peru,2021-07-15,Sinopharm/Beijing,1376050
Peru,2021-07-16,Oxford/AstraZeneca,703926
Peru,2021-07-16,Pfizer/BioNTech,8548946
Peru,2021-07-16,Sinopharm/Beijing,1439040
Peru,2021-07-17,Oxford/AstraZeneca,708700
Peru,2021-07-17,Pfizer/BioNTech,8777370
Peru,2021-07-17,Sinopharm/Beijing,1515869
Peru,2021-07-18,Oxford/AstraZeneca,710985
Peru,2021-07-18,Pfizer/BioNTech,8907819
Peru,2021-07-18,Sinopharm/Beijing,1562348
Peru,2021-07-19,Oxford/AstraZeneca,715098
Peru,2021-07-19,Pfizer/BioNTech,8974098
Peru,2021-07-19,Sinopharm/Beijing,1590693
Peru,2021-07-20,Oxford/AstraZeneca,718839
Peru,2021-07-20,Pfizer/BioNTech,9031527
Peru,2021-07-20,Sinopharm/Beijing,1633364
Peru,2021-07-21,Oxford/AstraZeneca,722146
Peru,2021-07-21,Pfizer/BioNTech,9134432
Peru,2021-07-21,Sinopharm/Beijing,1687138
Peru,2021-07-22,Oxford/AstraZeneca,726153
Peru,2021-07-22,Pfizer/BioNTech,9257520
Peru,2021-07-22,Sinopharm/Beijing,1755001
Peru,2021-07-23,Oxford/AstraZeneca,730058
Peru,2021-07-23,Pfizer/BioNTech,9409717
Peru,2021-07-23,Sinopharm/Beijing,1848056
Peru,2021-07-24,Oxford/AstraZeneca,733011
Peru,2021-07-24,Pfizer/BioNTech,9699133
Peru,2021-07-24,Sinopharm/Beijing,1944946
Peru,2021-07-25,Oxford/AstraZeneca,734759
Peru,2021-07-25,Pfizer/BioNTech,9959540
Peru,2021-07-25,Sinopharm/Beijing,1991653
Peru,2021-07-26,Oxford/AstraZeneca,737396
Peru,2021-07-26,Pfizer/BioNTech,9988185
Peru,2021-07-26,Sinopharm/Beijing,2038591
Peru,2021-07-27,Oxford/AstraZeneca,740447
Peru,2021-07-27,Pfizer/BioNTech,10190828
Peru,2021-07-27,Sinopharm/Beijing,2088962
Peru,2021-07-28,Oxford/AstraZeneca,742329
Peru,2021-07-28,Pfizer/BioNTech,10291147
Peru,2021-07-28,Sinopharm/Beijing,2103324
Peru,2021-07-29,Oxford/AstraZeneca,744250
Peru,2021-07-29,Pfizer/BioNTech,10341795
Peru,2021-07-29,Sinopharm/Beijing,2116215
Peru,2021-07-30,Oxford/AstraZeneca,746887
Peru,2021-07-30,Pfizer/BioNTech,10468743
Peru,2021-07-30,Sinopharm/Beijing,2153299
Peru,2021-07-31,Oxford/AstraZeneca,748860
Peru,2021-07-31,Pfizer/BioNTech,10701597
Peru,2021-07-31,Sinopharm/Beijing,2195339
Peru,2021-08-01,Oxford/AstraZeneca,749724
Peru,2021-08-01,Pfizer/BioNTech,10892952
Peru,2021-08-01,Sinopharm/Beijing,2213438
Peru,2021-08-02,Oxford/AstraZeneca,751703
Peru,2021-08-02,Pfizer/BioNTech,11017635
Peru,2021-08-02,Sinopharm/Beijing,2236491
Peru,2021-08-03,Oxford/AstraZeneca,754177
Peru,2021-08-03,Pfizer/BioNTech,11121145
Peru,2021-08-03,Sinopharm/Beijing,2270914
Peru,2021-08-04,Oxford/AstraZeneca,756343
Peru,2021-08-04,Pfizer/BioNTech,11231098
Peru,2021-08-04,Sinopharm/Beijing,2321036
Peru,2021-08-05,Oxford/AstraZeneca,759007
Peru,2021-08-05,Pfizer/BioNTech,11340376
Peru,2021-08-05,Sinopharm/Beijing,2382155
Peru,2021-08-06,Oxford/AstraZeneca,761518
Peru,2021-08-06,Pfizer/BioNTech,11451704
Peru,2021-08-06,Sinopharm/Beijing,2554122
Peru,2021-08-07,Oxford/AstraZeneca,764865
Peru,2021-08-07,Pfizer/BioNTech,11626216
Peru,2021-08-07,Sinopharm/Beijing,2874403
Peru,2021-08-08,Oxford/AstraZeneca,767419
Peru,2021-08-08,Pfizer/BioNTech,11785866
Peru,2021-08-08,Sinopharm/Beijing,3075736
Peru,2021-08-09,Oxford/AstraZeneca,770248
Peru,2021-08-09,Pfizer/BioNTech,11830999
Peru,2021-08-09,Sinopharm/Beijing,3134056
Peru,2021-08-10,Oxford/AstraZeneca,777752
Peru,2021-08-10,Pfizer/BioNTech,11880427
Peru,2021-08-10,Sinopharm/Beijing,3202130
Peru,2021-08-11,Oxford/AstraZeneca,783760
Peru,2021-08-11,Pfizer/BioNTech,11938298
Peru,2021-08-11,Sinopharm/Beijing,3258754
Peru,2021-08-12,Oxford/AstraZeneca,788911
Peru,2021-08-12,Pfizer/BioNTech,11990312
Peru,2021-08-12,Sinopharm/Beijing,3320155
Peru,2021-08-13,Oxford/AstraZeneca,794160
Peru,2021-08-13,Pfizer/BioNTech,12033090
Peru,2021-08-13,Sinopharm/Beijing,3390562
Peru,2021-08-14,Oxford/AstraZeneca,798699
Peru,2021-08-14,Pfizer/BioNTech,12190607
Peru,2021-08-14,Sinopharm/Beijing,3464039
Peru,2021-08-15,Oxford/AstraZeneca,800380
Peru,2021-08-15,Pfizer/BioNTech,12346739
Peru,2021-08-15,Sinopharm/Beijing,3504089
Peru,2021-08-16,Oxford/AstraZeneca,805345
Peru,2021-08-16,Pfizer/BioNTech,12379804
Peru,2021-08-16,Sinopharm/Beijing,3546723
Peru,2021-08-17,Oxford/AstraZeneca,811603
Peru,2021-08-17,Pfizer/BioNTech,12404521
Peru,2021-08-17,Sinopharm/Beijing,3617023
Peru,2021-08-18,Oxford/AstraZeneca,818683
Peru,2021-08-18,Pfizer/BioNTech,12423667
Peru,2021-08-18,Sinopharm/Beijing,3680850
Peru,2021-08-19,Oxford/AstraZeneca,824003
Peru,2021-08-19,Pfizer/BioNTech,12444523
Peru,2021-08-19,Sinopharm/Beijing,3757173
Peru,2021-08-20,Oxford/AstraZeneca,831654
Peru,2021-08-20,Pfizer/BioNTech,12480658
Peru,2021-08-20,Sinopharm/Beijing,3864920
Peru,2021-08-21,Oxford/AstraZeneca,840493
Peru,2021-08-21,Pfizer/BioNTech,12602492
Peru,2021-08-21,Sinopharm/Beijing,4051989
Peru,2021-08-22,Oxford/AstraZeneca,850272
Peru,2021-08-22,Pfizer/BioNTech,12685561
Peru,2021-08-22,Sinopharm/Beijing,4192015
Peru,2021-08-23,Oxford/AstraZeneca,858278
Peru,2021-08-23,Pfizer/BioNTech,12719636
Peru,2021-08-23,Sinopharm/Beijing,4231376
Peru,2021-08-24,Oxford/AstraZeneca,866726
Peru,2021-08-24,Pfizer/BioNTech,12741660
Peru,2021-08-24,Sinopharm/Beijing,4278647
Peru,2021-08-25,Oxford/AstraZeneca,871049
Peru,2021-08-25,Pfizer/BioNTech,12773384
Peru,2021-08-25,Sinopharm/Beijing,4334627
Peru,2021-08-26,Oxford/AstraZeneca,874050
Peru,2021-08-26,Pfizer/BioNTech,12800790
Peru,2021-08-26,Sinopharm/Beijing,4411672
Peru,2021-08-27,Oxford/AstraZeneca,876665
Peru,2021-08-27,Pfizer/BioNTech,12863121
Peru,2021-08-27,Sinopharm/Beijing,4521176
Peru,2021-08-28,Oxford/AstraZeneca,880314
Peru,2021-08-28,Pfizer/BioNTech,12996012
Peru,2021-08-28,Sinopharm/Beijing,4849375
Peru,2021-08-29,Oxford/AstraZeneca,882463
Peru,2021-08-29,Pfizer/BioNTech,13109961
Peru,2021-08-29,Sinopharm/Beijing,5143265
Peru,2021-08-30,Oxford/AstraZeneca,884901
Peru,2021-08-30,Pfizer/BioNTech,13114810
Peru,2021-08-30,Sinopharm/Beijing,5154162
Peru,2021-08-31,Oxford/AstraZeneca,888030
Peru,2021-08-31,Pfizer/BioNTech,13139551
Peru,2021-08-31,Sinopharm/Beijing,5246946
Peru,2021-09-01,Oxford/AstraZeneca,890655
Peru,2021-09-01,Pfizer/BioNTech,13174164
Peru,2021-09-01,Sinopharm/Beijing,5366557
Peru,2021-09-02,Oxford/AstraZeneca,892513
Peru,2021-09-02,Pfizer/BioNTech,13229783
Peru,2021-09-02,Sinopharm/Beijing,5495855
Peru,2021-09-03,Oxford/AstraZeneca,894007
Peru,2021-09-03,Pfizer/BioNTech,13305402
Peru,2021-09-03,Sinopharm/Beijing,5634017
Peru,2021-09-04,Oxford/AstraZeneca,895525
Peru,2021-09-04,Pfizer/BioNTech,13396717
Peru,2021-09-04,Sinopharm/Beijing,5907275
Peru,2021-09-05,Oxford/AstraZeneca,897143
Peru,2021-09-05,Pfizer/BioNTech,13443014
Peru,2021-09-05,Sinopharm/Beijing,6131850
Peru,2021-09-06,Oxford/AstraZeneca,898814
Peru,2021-09-06,Pfizer/BioNTech,13475813
Peru,2021-09-06,Sinopharm/Beijing,6239229
Peru,2021-09-07,Oxford/AstraZeneca,905239
Peru,2021-09-07,Pfizer/BioNTech,13522631
Peru,2021-09-07,Sinopharm/Beijing,6399983
Peru,2021-09-08,Oxford/AstraZeneca,912011
Peru,2021-09-08,Pfizer/BioNTech,13614376
Peru,2021-09-08,Sinopharm/Beijing,6655919
Peru,2021-09-09,Oxford/AstraZeneca,914079
Peru,2021-09-09,Pfizer/BioNTech,13731549
Peru,2021-09-09,Sinopharm/Beijing,6887649
Peru,2021-09-10,Oxford/AstraZeneca,917359
Peru,2021-09-10,Pfizer/BioNTech,13878423
Peru,2021-09-10,Sinopharm/Beijing,7152947
Peru,2021-09-11,Oxford/AstraZeneca,920113
Peru,2021-09-11,Pfizer/BioNTech,14123420
Peru,2021-09-11,Sinopharm/Beijing,7509007
Peru,2021-09-12,Oxford/AstraZeneca,922361
Peru,2021-09-12,Pfizer/BioNTech,14309589
Peru,2021-09-12,Sinopharm/Beijing,7812837
Peru,2021-09-13,Oxford/AstraZeneca,923644
Peru,2021-09-13,Pfizer/BioNTech,14378335
Peru,2021-09-13,Sinopharm/Beijing,7953793
Peru,2021-09-14,Oxford/AstraZeneca,924747
Peru,2021-09-14,Pfizer/BioNTech,14515112
Peru,2021-09-14,Sinopharm/Beijing,8118684
Peru,2021-09-15,Oxford/AstraZeneca,926682
Peru,2021-09-15,Pfizer/BioNTech,14586195
Peru,2021-09-15,Sinopharm/Beijing,8299862
Peru,2021-09-16,Oxford/AstraZeneca,937088
Peru,2021-09-16,Pfizer/BioNTech,14699084
Peru,2021-09-16,Sinopharm/Beijing,8514897
Peru,2021-09-17,Oxford/AstraZeneca,951547
Peru,2021-09-17,Pfizer/BioNTech,14795662
Peru,2021-09-17,Sinopharm/Beijing,8712264
Peru,2021-09-18,Oxford/AstraZeneca,966163
Peru,2021-09-18,Pfizer/BioNTech,14913403
Peru,2021-09-18,Sinopharm/Beijing,9071918
Peru,2021-09-19,Oxford/AstraZeneca,976565
Peru,2021-09-19,Pfizer/BioNTech,14989138
Peru,2021-09-19,Sinopharm/Beijing,9290956
Peru,2021-09-20,Oxford/AstraZeneca,990390
Peru,2021-09-20,Pfizer/BioNTech,15014935
Peru,2021-09-20,Sinopharm/Beijing,9383579
Peru,2021-09-21,Oxford/AstraZeneca,1008594
Peru,2021-09-21,Pfizer/BioNTech,15058768
Peru,2021-09-21,Sinopharm/Beijing,9523443
Peru,2021-09-22,Oxford/AstraZeneca,1027024
Peru,2021-09-22,Pfizer/BioNTech,15092634
Peru,2021-09-22,Sinopharm/Beijing,9655982
Peru,2021-09-23,Oxford/AstraZeneca,1041917
Peru,2021-09-23,Pfizer/BioNTech,15120599
Peru,2021-09-23,Sinopharm/Beijing,9784070
Peru,2021-09-24,Oxford/AstraZeneca,1056954
Peru,2021-09-24,Pfizer/BioNTech,15175472
Peru,2021-09-24,Sinopharm/Beijing,9912354
Peru,2021-09-25,Oxford/AstraZeneca,1082063
Peru,2021-09-25,Pfizer/BioNTech,15293519
Peru,2021-09-25,Sinopharm/Beijing,10182565
Peru,2021-09-26,Oxford/AstraZeneca,1100694
Peru,2021-09-26,Pfizer/BioNTech,15345948
Peru,2021-09-26,Sinopharm/Beijing,10440278
Peru,2021-09-27,Oxford/AstraZeneca,1120739
Peru,2021-09-27,Pfizer/BioNTech,15398721
Peru,2021-09-27,Sinopharm/Beijing,10574571
Peru,2021-09-28,Oxford/AstraZeneca,1134759
Peru,2021-09-28,Pfizer/BioNTech,15476216
Peru,2021-09-28,Sinopharm/Beijing,10722547
Peru,2021-09-29,Oxford/AstraZeneca,1152445
Peru,2021-09-29,Pfizer/BioNTech,15577753
Peru,2021-09-29,Sinopharm/Beijing,10916071
Peru,2021-09-30,Oxford/AstraZeneca,1163477
Peru,2021-09-30,Pfizer/BioNTech,15682687
Peru,2021-09-30,Sinopharm/Beijing,11116073
Peru,2021-10-01,Oxford/AstraZeneca,1176432
